,system,day,errorcodes
0,072,2022-12-07,[22.]
0,030,2013-07-24,[27. 22.]
1,030,2013-09-05,[ 2. 22.]
2,030,2013-09-06,[2.]
3,030,2013-09-08,[2.]
4,030,2015-09-22,[22.]
5,030,2015-09-23,[22.]
6,030,2015-09-24,[22.]
7,030,2018-02-26,[50.  2.]
8,030,2018-02-27,[50.]
9,030,2018-02-28,[50.]
10,030,2018-03-01,[50.  1.]
11,030,2018-03-02,[50.]
12,030,2018-03-03,[50.]
13,030,2018-03-04,[50.  2.]
14,030,2018-03-05,[2. 1.]
15,030,2018-03-06,[ 2. 50.]
16,030,2018-03-07,[50.]
17,030,2018-03-08,[50.]
18,030,2018-03-09,[50.  1.]
19,030,2018-03-10,[1. 2.]
20,030,2018-03-11,[2. 1.]
21,030,2018-03-12,[1. 2.]
22,030,2018-03-13,[1. 2.]
23,030,2018-03-14,[2.]
24,030,2018-03-15,[2. 1.]
25,030,2018-03-16,[ 2. 21.]
26,030,2018-03-17,[21.  2. 50.]
27,030,2018-03-18,[50.]
28,030,2018-03-19,[50.]
29,030,2018-03-20,[50.]
30,030,2018-03-21,[50.]
31,030,2018-03-22,[50.]
32,030,2018-03-23,[50.]
33,030,2018-03-24,[50.]
34,030,2018-03-25,[50.]
35,030,2018-03-26,[50.]
36,030,2018-03-27,[50.]
37,030,2018-03-28,[50.]
38,030,2018-03-29,[50.]
39,030,2018-03-30,[50.]
40,030,2018-03-31,[50.]
41,030,2018-04-01,[50.]
42,030,2018-04-02,[50.]
43,030,2018-04-03,[50.]
44,030,2018-04-04,[50.]
45,030,2018-04-05,[50.]
46,030,2018-04-06,[50.]
47,030,2018-04-07,[50.]
48,030,2018-04-08,[50.]
49,030,2018-04-09,[50.]
50,030,2018-06-21,[22.]
51,030,2020-06-14,[5.]
52,030,2020-06-21,[21.]
53,030,2020-07-15,[21.]
54,030,2020-07-17,[21.]
55,030,2020-07-19,[21.]
0,041,2021-07-28,[26.]
1,041,2021-09-24,[26.]
0,002,2020-02-05,[1. 4.]
1,002,2020-02-13,[4. 1. 8.]
2,002,2020-02-14,[128.]
3,002,2020-02-15,[16.  4.]
4,002,2020-02-19,[ 16. 128.  64.  32.   4.   2.]
5,002,2020-02-20,[ 1.  8. 16.]
6,002,2020-02-25,[  2.  32. 128.  16.]
7,002,2020-03-03,[64.]
8,002,2020-03-04,[16.]
9,002,2020-03-07,[128.  64.]
10,002,2020-03-09,[1.]
11,002,2020-03-12,[64.  1.  4.]
12,002,2020-03-19,[16. 32.]
13,002,2020-03-20,[32.  4. 16.  8.]
14,002,2020-03-22,[  4.  64.   2.  32. 128.   8.]
15,002,2020-04-02,[4.]
16,002,2020-04-03,[ 32. 128.   4.]
17,002,2020-04-04,[64. 16.  8.  1.]
18,002,2020-04-05,[128.   2.   1.  16.]
19,002,2020-04-06,[128.   4.  64.  16.  32.   8.   1.   2.]
20,002,2020-04-07,[137.]
21,002,2020-04-20,[36.  8. 16.  1.  2. 32. 66.]
22,002,2020-04-21,[ 8. 16.]
23,002,2020-04-22,[  4.   8.  64. 128.  16.   1.]
24,002,2020-05-05,[1. 4.]
25,002,2020-05-06,[ 49. 128.]
26,002,2020-05-07,[ 1.  4. 16.]
27,002,2020-05-23,[64.  8. 16. 32.]
28,002,2020-06-05,[4. 1.]
29,002,2020-06-08,[1. 2.]
30,002,2020-06-22,[  4.  32.   1. 128.  80.]
31,002,2020-06-23,[  4.  16. 128.  64.  32.   8.]
32,002,2020-06-24,[128.   4.   1.  64.]
33,002,2020-07-08,[128.]
34,002,2020-07-09,[ 64.  16.   8. 128.  32.]
35,002,2020-07-23,[8. 4.]
36,002,2020-07-25,[ 8. 64. 16.]
37,002,2020-08-08,[ 1. 16.  8.  2.]
38,002,2020-08-09,[  2. 128.]
39,002,2020-08-24,[  8.  16. 128.]
40,002,2020-09-08,[96.]
41,002,2020-09-09,[  8.   4.  64.  20.   2.  32. 128.]
42,002,2020-09-24,[ 8. 16.]
43,002,2020-09-25,[32.  1.]
44,002,2020-10-09,[16.  1.  4.  8.]
45,002,2020-10-10,[ 8. 64. 32.]
46,002,2020-10-25,[32. 16.  1.]
47,002,2020-10-26,[128.   4.  16.]
48,002,2020-11-06,[1.]
49,002,2020-11-26,[64.  4.]
50,002,2020-12-11,[32.  2. 64. 16.]
51,002,2020-12-12,[16.]
52,002,2020-12-25,[128.]
53,002,2020-12-26,[8.]
54,002,2021-01-12,[128.   4.]
55,002,2021-01-24,[  2. 128.]
56,002,2021-01-25,[16.  1.]
57,002,2021-01-26,[  2.  64.  32.   4. 128.   8.   1.   5.]
58,002,2021-01-27,[ 4. 16.]
59,002,2021-01-28,[  2.  16.   4. 128.  64.   8.  17.  96.]
60,002,2021-02-10,[40. 16.]
61,002,2021-02-11,[ 8. 64. 32. 16.]
62,002,2021-02-12,[ 2. 64. 32.  8. 16.  1.]
63,002,2021-02-26,[  1. 128.  64.   2.   4.]
64,002,2021-02-27,[1. 2.]
65,002,2021-02-28,[16.  1. 12.  4.]
66,002,2021-03-16,[1.]
67,002,2021-03-28,[16.]
68,002,2021-03-29,[4.]
69,002,2021-05-15,[128.]
70,002,2021-05-17,[16.  8.]
71,002,2022-01-01,[26.]
72,002,2022-01-02,[26.]
73,002,2022-01-03,[26.]
74,002,2022-01-05,[26.]
75,002,2022-01-09,[26.]
76,002,2022-01-10,[26.]
77,002,2022-01-12,[26.]
78,002,2022-01-13,[26.]
79,002,2022-01-15,[26.]
80,002,2022-01-16,[26.]
81,002,2022-01-17,[26.]
82,002,2022-01-18,[26.]
83,002,2022-01-19,[26.]
84,002,2022-01-20,[26.]
85,002,2022-01-21,[26.]
86,002,2022-01-22,[26.]
87,002,2022-01-23,[26.]
88,002,2022-01-24,[26.]
89,002,2022-01-25,[26.]
90,002,2022-01-26,[26.]
91,002,2022-01-27,[26.]
92,002,2022-01-28,[26.]
93,002,2022-01-29,[26.]
94,002,2022-01-30,[26.]
95,002,2022-01-31,[26.]
96,002,2022-02-01,[26.]
97,002,2022-02-02,[26.]
98,002,2022-02-03,[26.]
99,002,2022-02-04,[26.]
100,002,2022-02-05,[26.]
101,002,2022-02-06,[26.]
102,002,2022-02-07,[26.]
103,002,2022-02-08,[26.]
0,052,2018-02-12,[10.]
1,052,2019-02-12,[10.]
2,052,2019-03-04,[49.]
3,052,2019-03-05,[49.]
4,052,2019-03-07,[49.]
5,052,2019-03-08,[49.]
6,052,2019-03-09,[49.]
7,052,2019-03-10,[49.]
8,052,2019-03-13,[49.]
9,052,2019-03-14,[49.]
10,052,2019-03-15,[49.]
11,052,2019-03-16,[49.]
12,052,2019-03-17,[49.]
13,052,2019-03-20,[49.]
14,052,2019-03-21,[49.]
15,052,2019-03-22,[49.]
16,052,2019-03-23,[49.]
17,052,2019-03-25,[49.]
18,052,2019-03-27,[49.]
19,052,2019-03-28,[49.]
20,052,2019-03-29,[49.]
21,052,2019-03-30,[49.]
22,052,2019-03-31,[49.]
23,052,2019-04-03,[49.]
24,052,2019-04-04,[49.]
25,052,2019-04-05,[26.]
26,052,2019-04-09,[10.]
27,052,2020-04-11,[10.]
28,052,2021-04-11,[10.]
29,052,2021-10-16,[49.]
30,052,2021-10-17,[49.]
31,052,2021-10-18,[49.]
32,052,2021-10-19,[49.]
33,052,2021-10-20,[49.]
34,052,2021-10-21,[49.]
35,052,2021-10-23,[49.]
36,052,2021-10-25,[49.]
37,052,2021-10-26,[49.]
38,052,2021-10-29,[49.]
39,052,2021-10-30,[49.]
40,052,2021-10-31,[49.]
41,052,2021-11-01,[49.]
42,052,2021-11-02,[49. 27. 22.]
43,052,2021-11-04,[49.]
44,052,2021-11-05,[49.]
45,052,2021-11-06,[49.]
46,052,2021-11-07,[49.]
47,052,2021-11-11,[49.]
48,052,2022-01-13,[49.]
49,052,2022-01-14,[49.]
50,052,2022-03-24,[49.]
51,052,2022-03-26,[49.]
52,052,2022-04-04,[10.]
53,052,2022-04-18,[49.]
54,052,2022-04-19,[49.]
55,052,2022-04-20,[49.]
56,052,2022-04-21,[49.]
57,052,2022-04-22,[49.]
58,052,2022-04-23,[49.]
59,052,2022-04-24,[49.]
60,052,2022-04-25,[49.]
61,052,2022-04-26,[49.]
62,052,2022-04-27,[49.]
63,052,2022-04-30,[49.]
64,052,2022-05-01,[49.]
65,052,2022-05-02,[49.]
66,052,2022-05-03,[49.]
67,052,2022-05-05,[49.]
68,052,2022-05-06,[49.]
69,052,2022-05-07,[49.]
70,052,2022-05-08,[49.]
71,052,2022-05-09,[49.]
72,052,2022-05-10,[49.]
73,052,2022-05-11,[49.]
74,052,2022-05-12,[49.]
75,052,2022-05-13,[49.]
76,052,2022-09-21,[10.]
77,052,2022-10-03,[49.]
78,052,2022-10-04,[49.]
79,052,2022-10-05,[49.]
80,052,2022-10-06,[49.]
81,052,2022-10-07,[49.]
82,052,2022-10-08,[49.]
83,052,2022-10-09,[49.]
84,052,2022-10-10,[49.]
85,052,2022-10-11,[49.]
86,052,2022-10-12,[49.]
87,052,2022-10-13,[49.]
88,052,2022-10-14,[49.]
0,903,2022-06-22,[1.]
1,903,2022-10-05,[27. 22.]
0,059,2021-06-23,[21.]
1,059,2021-06-24,[21.]
2,059,2021-06-28,[21.]
3,059,2021-06-29,[21.]
4,059,2021-07-06,[4.]
5,059,2021-07-07,[4.]
6,059,2021-07-08,[4.]
7,059,2021-07-09,[4.]
8,059,2021-07-10,[4.]
9,059,2021-07-11,[4.]
10,059,2021-07-12,[4.]
11,059,2021-07-13,[4.]
12,059,2021-07-14,[4.]
13,059,2021-07-15,[4.]
14,059,2021-07-16,[4.]
15,059,2021-07-17,[4.]
16,059,2021-07-18,[4.]
17,059,2021-07-19,[4.]
18,059,2021-07-20,[4.]
19,059,2021-07-21,[4.]
20,059,2021-07-22,[ 4. 22.]
21,059,2021-08-20,[24.]
22,059,2021-08-21,[24.]
23,059,2021-08-22,[24.]
24,059,2021-08-23,[24.]
25,059,2021-08-24,[24.]
26,059,2021-08-25,[24.]
27,059,2021-08-26,[24.]
28,059,2021-08-27,[24.]
29,059,2021-08-28,[24.]
30,059,2021-08-29,[24.]
31,059,2021-08-30,[24.]
32,059,2021-08-31,[24.]
33,059,2021-09-01,[24.]
34,059,2021-09-02,[24.]
35,059,2021-09-03,[24.]
36,059,2021-09-04,[24.]
37,059,2021-09-05,[24.]
38,059,2021-09-06,[24.]
39,059,2021-09-07,[24.]
40,059,2021-09-08,[24.]
41,059,2021-09-13,[24.]
42,059,2021-09-14,[24.]
43,059,2021-09-15,[24.]
44,059,2021-09-16,[24.]
45,059,2021-09-17,[24. 22.]
46,059,2021-12-07,[22.]
47,059,2021-12-08,[22.]
48,059,2021-12-09,[22.]
49,059,2021-12-10,[22.]
50,059,2021-12-11,[22.]
51,059,2021-12-12,[22.]
52,059,2021-12-13,[22.]
53,059,2021-12-14,[22.]
54,059,2021-12-15,[22.]
55,059,2022-03-25,[2.]
56,059,2022-03-26,[2. 1.]
57,059,2022-03-27,[1.]
58,059,2022-03-28,[1.]
59,059,2022-03-29,[1.]
60,059,2022-03-30,[21.]
61,059,2022-03-31,[21.]
62,059,2022-04-17,[1.]
63,059,2022-04-18,[1.]
64,059,2022-04-19,[1.]
65,059,2022-04-20,[2.]
66,059,2022-04-21,[7.]
67,059,2022-04-22,[7. 1.]
68,059,2022-04-23,[1.]
69,059,2022-04-24,[1.]
70,059,2022-04-25,[1.]
71,059,2022-04-26,[1.]
72,059,2022-04-27,[1.]
73,059,2022-04-28,[1.]
74,059,2022-04-29,[1.]
75,059,2022-04-30,[1.]
76,059,2022-05-01,[1.]
77,059,2022-05-02,[1.]
78,059,2022-05-03,[1.]
79,059,2022-05-04,[1.]
80,059,2022-05-05,[1.]
81,059,2022-05-06,[1.]
82,059,2022-05-07,[1.]
83,059,2022-05-08,[1.]
84,059,2022-05-09,[1.]
85,059,2022-05-10,[1.]
86,059,2022-05-11,[1.]
87,059,2022-05-12,[1.]
88,059,2022-05-13,[1.]
89,059,2022-05-14,[1.]
90,059,2022-05-15,[1.]
91,059,2022-05-16,[1.]
92,059,2022-05-17,[1.]
93,059,2022-05-18,[1.]
94,059,2022-05-19,[1.]
95,059,2022-05-20,[1.]
96,059,2022-05-21,[1.]
97,059,2022-05-22,[1.]
98,059,2022-05-23,[1.]
99,059,2022-05-24,[1.]
100,059,2022-05-25,[1.]
101,059,2022-05-26,[1.]
102,059,2022-05-27,[1.]
103,059,2022-05-28,[1.]
104,059,2022-05-29,[1.]
105,059,2022-05-30,[1.]
106,059,2022-05-31,[1.]
107,059,2022-06-01,[1.]
108,059,2022-06-02,[ 1. 22.]
109,059,2022-06-03,[1.]
110,059,2022-06-04,[1.]
111,059,2022-06-05,[1.]
112,059,2022-06-06,[1.]
113,059,2022-06-07,[1.]
114,059,2022-06-08,[1.]
115,059,2022-06-09,[1.]
116,059,2022-06-10,[1.]
117,059,2022-06-11,[1.]
118,059,2022-06-12,[1.]
119,059,2022-06-13,[1.]
120,059,2022-06-14,[1.]
121,059,2022-06-15,[1.]
122,059,2022-06-16,[1.]
123,059,2022-06-17,[1.]
124,059,2022-06-18,[1.]
125,059,2022-06-19,[1.]
126,059,2022-06-20,[1.]
127,059,2022-06-21,[1.]
128,059,2022-06-22,[1.]
129,059,2022-06-23,[1.]
130,059,2022-06-24,[1.]
131,059,2022-06-25,[1.]
132,059,2022-06-26,[1.]
133,059,2022-06-27,[1.]
134,059,2022-06-28,[1.]
135,059,2022-06-29,[1.]
136,059,2022-06-30,[1.]
137,059,2022-07-01,[1.]
138,059,2022-07-02,[1.]
139,059,2022-07-03,[1.]
140,059,2022-07-04,[1.]
141,059,2022-07-05,[1.]
142,059,2022-07-06,[1.]
143,059,2022-07-07,[1.]
144,059,2022-07-08,[1.]
145,059,2022-07-09,[1.]
146,059,2022-07-10,[1.]
147,059,2022-07-11,[1.]
148,059,2022-07-12,[1.]
149,059,2022-07-13,[1.]
150,059,2022-07-14,[1.]
151,059,2022-07-15,[1.]
152,059,2022-07-16,[1.]
153,059,2022-07-17,[1.]
154,059,2022-07-18,[1.]
155,059,2022-07-19,[1.]
156,059,2022-07-20,[1.]
157,059,2022-07-21,[1.]
158,059,2022-07-22,[1.]
159,059,2022-07-23,[1.]
160,059,2022-07-24,[1.]
161,059,2022-07-25,[1.]
162,059,2022-07-26,[1.]
163,059,2022-07-27,[1.]
164,059,2022-07-28,[1.]
165,059,2022-07-29,[1.]
166,059,2022-07-30,[1.]
167,059,2022-07-31,[1.]
168,059,2022-08-01,[1.]
169,059,2022-08-02,[1.]
170,059,2022-08-03,[1.]
171,059,2022-08-04,[1.]
172,059,2022-08-05,[1.]
173,059,2022-08-06,[1.]
174,059,2022-08-07,[1.]
175,059,2022-08-08,[1.]
176,059,2022-08-09,[1.]
177,059,2022-08-10,[1.]
178,059,2022-08-11,[1.]
179,059,2022-08-12,[1.]
180,059,2022-08-13,[1.]
181,059,2022-08-14,[1.]
182,059,2022-08-15,[1.]
183,059,2022-08-16,[1.]
184,059,2022-08-17,[1.]
185,059,2022-08-18,[1.]
186,059,2022-08-19,[1.]
187,059,2022-08-20,[1.]
188,059,2022-08-21,[1.]
189,059,2022-08-22,[1.]
190,059,2022-08-23,[1.]
191,059,2022-08-24,[1.]
192,059,2022-08-25,[1.]
193,059,2022-08-26,[1.]
194,059,2022-08-27,[1.]
195,059,2022-08-28,[1.]
196,059,2022-08-29,[1.]
197,059,2022-08-30,[1.]
198,059,2022-08-31,[1.]
199,059,2022-09-01,[1.]
0,027,2021-04-08,[37.]
1,027,2021-04-09,[37.]
2,027,2021-04-21,[22.]
3,027,2021-10-28,[37.]
4,027,2021-10-29,[37.]
5,027,2021-10-30,[37.]
6,027,2021-10-31,[37.]
7,027,2021-11-01,[37.]
8,027,2021-11-02,[37.]
9,027,2021-11-03,[37.]
10,027,2021-11-04,[37.]
11,027,2021-11-12,[37.]
12,027,2021-11-13,[37.]
13,027,2021-12-19,[37.]
0,044,2021-09-19,[37.]
1,044,2021-09-20,[37.]
2,044,2021-09-21,[37.]
0,014,2021-11-12,[4.]
1,014,2021-11-18,[4.]
2,014,2021-12-02,[4.]
3,014,2021-12-15,[4.]
4,014,2021-12-23,[4.]
5,014,2021-12-26,[4.]
6,014,2021-12-30,[4.]
7,014,2021-12-31,[4.]
8,014,2022-01-01,[4.]
9,014,2022-01-04,[4.]
10,014,2022-01-05,[4.]
11,014,2022-01-06,[4.]
12,014,2022-01-07,[4.]
13,014,2022-01-18,[4.]
14,014,2022-01-19,[4.]
15,014,2022-01-20,[4.]
16,014,2022-01-21,[4.]
17,014,2022-02-03,[4.]
18,014,2022-02-04,[4.]
19,014,2022-02-05,[4.]
20,014,2022-02-06,[4.]
21,014,2022-02-08,[4.]
22,014,2022-02-09,[4.]
23,014,2022-02-10,[4.]
24,014,2022-02-12,[4.]
25,014,2022-02-13,[4.]
26,014,2022-02-17,[4.]
27,014,2022-02-18,[4.]
28,014,2022-02-21,[4.]
29,014,2022-03-07,[4.]
30,014,2022-03-08,[4.]
31,014,2022-03-09,[4.]
32,014,2022-03-10,[4.]
33,014,2022-03-16,[4.]
34,014,2022-04-16,[37.]
35,014,2022-04-17,[37.]
36,014,2022-04-18,[37.]
37,014,2022-04-19,[37.]
38,014,2022-04-20,[37.]
39,014,2022-04-21,[37.]
40,014,2022-04-22,[37.]
41,014,2022-04-23,[37.]
42,014,2022-04-24,[37.]
43,014,2022-04-25,[37.]
44,014,2022-04-26,[37.]
45,014,2022-04-27,[37.]
46,014,2022-04-29,[37.]
47,014,2022-04-30,[37.]
48,014,2022-05-01,[37.]
49,014,2022-05-03,[37.]
50,014,2022-05-04,[37.]
51,014,2022-05-05,[37.]
52,014,2022-05-07,[37.]
53,014,2022-05-08,[37.]
54,014,2022-05-09,[37.]
0,902,2013-06-21,[26.]
1,902,2014-04-01,[5.]
2,902,2014-04-02,[5.]
3,902,2014-07-20,[22.]
4,902,2015-06-19,[22. 27.]
5,902,2015-08-06,[12.]
6,902,2015-11-09,[12.]
7,902,2015-11-10,[12.]
8,902,2016-09-17,[26.]
9,902,2017-06-25,[12.]
10,902,2018-04-04,[21.  1. 23.]
11,902,2018-07-10,[22.]
12,902,2018-07-23,[22.]
13,902,2018-10-05,[22.]
14,902,2020-06-30,[22.]
15,902,2021-04-28,[22.]
0,048,2021-06-02,[34.]
1,048,2021-06-03,[34.]
2,048,2021-06-04,[34.]
3,048,2021-06-05,[34.]
4,048,2021-06-10,[34.]
0,047,2020-04-05,[34.]
1,047,2020-04-06,[34.]
2,047,2020-04-07,[34.]
3,047,2020-04-08,[34.]
0,047,2019-12-20,[128.]
1,047,2019-12-23,[ 4. 32. 64.]
2,047,2020-01-05,[ 64. 128.]
3,047,2020-01-06,[  8.   2. 128.]
4,047,2020-01-07,[ 4. 20.  8. 32. 64.]
5,047,2020-01-10,[1.]
6,047,2020-01-20,[  4. 128.]
7,047,2020-01-22,[ 1. 16.]
8,047,2020-01-23,[64.]
9,047,2020-01-24,[32. 64.  8.  2.]
10,047,2020-02-06,[ 8. 16. 32.]
11,047,2020-02-23,[1.]
12,047,2020-02-24,[  8.  32. 128.  16.]
13,047,2020-02-25,[16.]
14,047,2020-02-26,[64.  2. 32. 16.  8.]
15,047,2020-03-06,[16.  8.  4.]
16,047,2020-03-10,[ 32. 128.   4.   8.   2.  16.   1.  24.]
17,047,2020-03-11,[64.  8.]
18,047,2020-03-12,[64. 16.  4. 32.]
19,047,2020-03-13,[8.]
20,047,2020-03-21,[128.   2.]
21,047,2020-03-26,[  1.   8. 128. 136.  16.   4.  32.   2.  64.]
22,047,2020-03-27,[1.]
23,047,2020-03-28,[ 4.  1. 16. 64. 32.  2.]
24,047,2020-04-05,[34.]
25,047,2020-04-06,[34.]
26,047,2020-04-07,[34.]
27,047,2020-04-08,[34.]
28,047,2020-04-27,[ 1.  8. 32.  2. 16.]
29,047,2020-05-12,[ 16.  20. 128.   1. 192.]
30,047,2020-05-13,[2.]
31,047,2020-05-27,[16.  4.]
32,047,2020-05-28,[ 1. 32.]
33,047,2020-06-10,[128.]
34,047,2020-06-12,[  1.  64.  32. 128.]
35,047,2020-06-13,[  4.   2.   8.  16. 132.  17.]
36,047,2020-06-14,[ 16.  32.   2.   1.   8.  64. 128.]
37,047,2020-06-28,[8.]
38,047,2020-06-29,[ 8.  2. 64. 32. 16.]
39,047,2020-07-13,[128.  16.   4.  32.  64.   1.]
40,047,2020-07-14,[128.]
41,047,2020-07-15,[ 8. 32.]
42,047,2020-07-30,[ 1. 64.]
43,047,2020-08-14,[1. 2.]
44,047,2020-10-14,[128.]
45,047,2020-10-16,[32.]
46,047,2020-10-17,[ 4.  8. 32.]
47,047,2020-12-02,[ 64. 130. 128.]
48,047,2021-06-13,[25.]
49,047,2021-06-14,[25.]
50,047,2021-06-16,[25.]
0,001,2021-03-23,[5.]
1,001,2021-03-24,[5.]
0,005,2021-08-09,[26.]
1,005,2021-08-15,[26.]
2,005,2021-08-17,[26.]
3,005,2021-08-18,[26.]
4,005,2021-08-19,[26.]
5,005,2021-08-20,[26.]
6,005,2021-08-21,[26.]
7,005,2021-09-06,[26.]
8,005,2021-09-07,[26.]
9,005,2021-09-08,[26.]
10,005,2021-09-09,[26.]
11,005,2021-09-10,[26.]
12,005,2021-09-11,[26.]
13,005,2021-09-12,[26.]
14,005,2021-09-13,[26.]
15,005,2021-09-14,[26.]
16,005,2021-09-15,[26.]
17,005,2021-09-17,[26.]
18,005,2021-09-18,[26.]
19,005,2021-09-19,[26.]
20,005,2021-09-20,[26.]
21,005,2021-09-27,[26.]
22,005,2021-09-28,[26.]
23,005,2021-10-02,[26.]
24,005,2021-10-03,[26.]
25,005,2021-10-04,[26.]
26,005,2021-10-05,[26.]
27,005,2021-10-06,[26.]
28,005,2021-10-07,[26.]
29,005,2021-10-08,[26.]
30,005,2021-10-09,[26.]
31,005,2021-10-10,[26.]
32,005,2021-10-11,[26.]
33,005,2021-10-12,[26.]
34,005,2021-10-13,[26.]
35,005,2021-10-14,[26.]
36,005,2021-10-15,[26.]
37,005,2021-10-16,[26.]
38,005,2021-10-17,[26.]
39,005,2021-10-18,[26.]
40,005,2021-10-19,[26.]
41,005,2021-10-20,[26.]
42,005,2021-10-21,[26.]
43,005,2021-10-22,[26.]
44,005,2021-10-23,[26.]
45,005,2021-10-24,[26.]
46,005,2021-10-25,[26.]
47,005,2021-10-26,[26.]
48,005,2021-10-27,[26.]
49,005,2021-10-28,[26.]
50,005,2021-10-29,[26.]
51,005,2021-10-30,[26.]
52,005,2021-10-31,[26.]
53,005,2021-11-01,[26.]
54,005,2021-11-02,[26.]
55,005,2021-11-03,[26.]
56,005,2021-11-04,[26.]
57,005,2021-11-05,[26.]
58,005,2021-11-06,[26.]
59,005,2021-11-07,[26.]
60,005,2021-11-08,[26.]
61,005,2021-11-09,[26.]
62,005,2021-11-10,[26.]
63,005,2021-11-11,[26.]
64,005,2021-11-12,[26.]
65,005,2021-11-13,[26.]
66,005,2021-11-14,[26.]
67,005,2021-11-15,[26.]
68,005,2021-11-16,[26.]
69,005,2021-11-17,[26.]
70,005,2021-11-18,[26.]
71,005,2021-11-19,[26.]
72,005,2021-11-20,[26.]
73,005,2021-11-21,[26.]
74,005,2021-11-22,[26.]
75,005,2021-11-23,[26.]
76,005,2021-11-24,[26.]
77,005,2021-11-25,[26.]
78,005,2021-11-26,[26.]
79,005,2021-11-27,[26.]
80,005,2021-11-28,[26.]
81,005,2021-11-29,[26.]
82,005,2021-11-30,[26.]
83,005,2021-12-01,[26.]
84,005,2021-12-27,[26.]
85,005,2021-12-28,[26.]
86,005,2021-12-29,[26.]
87,005,2021-12-30,[26.]
88,005,2021-12-31,[26.]
89,005,2022-01-01,[26.]
90,005,2022-01-30,[26.]
91,005,2022-01-31,[26.]
92,005,2022-02-01,[26.]
93,005,2022-02-02,[26.]
94,005,2022-02-03,[26.]
95,005,2022-02-04,[26.]
96,005,2022-02-05,[26.]
97,005,2022-02-06,[26.]
98,005,2022-02-07,[26.]
99,005,2022-02-08,[26.]
100,005,2022-02-09,[26.]
101,005,2022-02-10,[26.]
102,005,2022-02-11,[26.]
103,005,2022-02-27,[26.]
104,005,2022-02-28,[26.]
105,005,2022-03-01,[26.]
106,005,2022-03-05,[26.]
107,005,2022-03-06,[26.]
108,005,2022-03-08,[26.]
109,005,2022-03-09,[26.]
110,005,2022-03-10,[26.]
111,005,2022-03-11,[26.]
112,005,2022-03-13,[26.]
113,005,2022-03-21,[26.]
114,005,2022-03-22,[26.]
115,005,2022-03-23,[26.]
116,005,2022-03-28,[26.]
117,005,2022-03-29,[26.]
118,005,2022-04-04,[26.]
119,005,2022-04-05,[26.]
120,005,2022-04-06,[26.]
121,005,2022-04-09,[26.]
122,005,2022-04-10,[26.]
123,005,2022-04-11,[26.]
124,005,2022-04-12,[26.]
125,005,2022-04-13,[26.]
126,005,2022-04-14,[26.]
127,005,2022-04-15,[26.]
128,005,2022-04-16,[26.]
129,005,2022-04-17,[26.]
130,005,2022-04-18,[26.]
131,005,2022-04-19,[26.]
132,005,2022-04-20,[26.]
133,005,2022-04-21,[26.]
134,005,2022-04-22,[26.]
135,005,2022-04-23,[26.]
136,005,2022-04-24,[26.]
137,005,2022-04-25,[26.]
138,005,2022-04-28,[22.]
139,005,2022-05-11,[26.]
140,005,2022-05-12,[26.]
141,005,2022-05-13,[26.]
142,005,2022-05-14,[26.]
143,005,2022-05-15,[26.]
144,005,2022-05-16,[26.]
145,005,2022-05-17,[26.]
146,005,2022-05-18,[26.]
147,005,2022-05-19,[26.]
148,005,2022-05-20,[26.]
149,005,2022-06-11,[26.]
150,005,2022-06-12,[26.]
151,005,2022-06-13,[26.]
152,005,2022-06-14,[26.]
153,005,2022-06-15,[26.]
154,005,2022-06-16,[26.]
155,005,2022-06-17,[26.]
156,005,2022-06-18,[26.]
157,005,2022-06-19,[26.]
158,005,2022-06-20,[26.]
159,005,2022-06-21,[26.]
160,005,2022-06-22,[26.]
161,005,2022-06-23,[26.]
162,005,2022-06-24,[26.]
163,005,2022-06-25,[26.]
164,005,2022-06-26,[26.]
165,005,2022-06-27,[26.]
166,005,2022-06-28,[26.]
167,005,2022-06-29,[26.]
168,005,2022-06-30,[26.]
169,005,2022-07-01,[26.]
170,005,2022-07-02,[26.]
171,005,2022-07-03,[26.]
172,005,2022-07-04,[26.]
173,005,2022-07-05,[26.]
174,005,2022-07-06,[26.]
175,005,2022-07-07,[26.]
176,005,2022-07-08,[26.]
177,005,2022-07-09,[26.]
178,005,2022-07-14,[22. 26.]
179,005,2022-07-15,[26.]
180,005,2022-07-16,[26.]
181,005,2022-07-17,[26.]
182,005,2022-07-18,[26.]
183,005,2022-07-19,[26.]
184,005,2022-07-20,[26.]
185,005,2022-07-21,[26.]
186,005,2022-07-22,[26.]
187,005,2022-07-23,[26.]
188,005,2022-07-24,[26.]
189,005,2022-07-25,[26.]
190,005,2022-07-26,[26.]
191,005,2022-07-27,[26.]
192,005,2022-07-28,[26.]
0,026,2021-06-18,[35.]
0,015,2020-03-12,[ 4. 32. 64.]
1,015,2020-03-15,[ 1. 32. 16. 64.]
2,015,2020-03-20,[16.  4.  8.]
3,015,2020-03-22,[66.]
4,015,2020-03-23,[  8.   2.  32.   4. 128.  16.]
5,015,2020-03-24,[136.   8.   2.   1.  64.  32.   4. 128.]
6,015,2020-03-25,[32.  8.  4.]
7,015,2020-04-08,[4.]
8,015,2020-04-09,[  8.   1.  16. 128.  32.  18.]
9,015,2020-04-25,[ 32.  64. 128.]
10,015,2020-05-01,[8. 1.]
11,015,2020-05-05,[ 64.  32. 128.]
12,015,2020-05-07,[16.  1. 32.  4.]
